プラントID No,プラントコード名,プラント名称,運用開始日(年月日),前回定検日(年月日),定検周期(年),リスク評価年,機器ID No.,機器コード名,機器名称,機器の分類,部位ID No.,部位コード名,部位名称,機器使用開始日または更新日,初期肉厚[mm],腐食代[mm],最小肉厚[mm],前回計測肉厚[mm],前回計測日,減肉形態(全面減肉 or 局部減肉),注入/混合箇所の有無,滞留部の有無,炭化水素のﾀｲﾌﾟ,水溶液中の不純物の量(多いor少ない),"サワーウォーター腐食の腐食速度の算出方法(""NH4HS[%]""もしくは""Kp値"")",「減肉：アミン腐食」用アミンの種類,冷却方式の種類,溶解固型物[mg/L] (50-400 or 401-1000),エロージョン・コロージョン用の流れの種類,エロージョン・コロージョン用、過去の損傷事例の有無,材料のタイプ,使用運転時間(使用開始～前回検査) [Hrs],将来予想運転時間 [Hrs/year],プロセス最高運転温度[℃],流速,S[wt%],HSAS(熱安定アミン塩)濃度[wtppm],NH4HS[wt%],Kp値,H2S[mol%],フッ酸溶液[wt%],アミン濃度[wt%],酸濃度[wt%],TAN(全酸価)[mg KOG/g],酸性ガス負荷[酸性ガスmol/活性アミンmol],CaCO3のCa[mg/L],CaCO3のMOA(Methyl Orange Alkalinity)[mg/L],クラッディングの有無,酸素または酸化剤の有無,溶存酸素濃度が8ppm以上か?,減肉のオンラインモニタリング,ライニングに対するOn-Line Monitoringの有無,ライニングの設置日,ライニングの前回検査日,ライニングの次回検査日,ライニングの次回交換日,「応力腐食割れ：アミンSCC」用アミンの種類,ステンレス鋼種類,材料の熱履歴,過去にSCCが発生したか（損傷事例なし、損傷事例あり）,pH,Cl[ppm],金属表面温度[℃],NAOH[wt],H2S濃度[ppm],鋼板のS含有量[wt%],硬さの最大値[HBW],ヒートトレース施工の有無,水洗前にスチームパージ実施の有無,シアン化物イオンの存在有無,継目無鋼管製の有無,NACE RP0170に従った停止期間中の保護対策の実施有無,水素プローブのオンラインモニタリングの有無,主要プロセス変数のオンラインモニタリングの有無,外面最高運転温度[℃],外面前回塗装日,HTHA評価での材料種類,水素分圧[Mpa],高温環境での使用温度[℃],"多量のトランプエレメント(As, Sb, Sn, P)を含んでいる可能性があるか",過去に高温水素浸食が発生したかどうか,衝撃試験免除曲線,σ相の量,設計圧力近くへの圧力上昇と装置の温度低下が同時に起こることを防止する制御があるか,応力除去焼きなましの有無,装置が何年間も最低温度に曝されて問題なかった、または、その装置が披露やSCCの環境にないか,Brittle 板厚,管理温度[℃],設計温度[℃],運転温度[℃],流体の沸点[℃],衝撃試験温度[℃],衝撃試験免除温度[℃],指定されたMDMT,既知の遷移温度[℃],遷移温度は既知か,Jファクター値,Si[Wt%],P[Wt%],Mn[Wt%],Sn[Wt%],過去の疲労破損,可視的・可聴的振動,振動時間,15[m]以内に接続している周期的外力の源,適用された対策の種類,15[m]以内の範囲の複雑度,ジョイントや枝管の設計,配管の状態,2NPS未満の枝管の有無,P2NPS,炉管クリープに関するオンラインモニタリングの有無,内圧 [kPa],外径[mm],炭素析出物の有無,塩酸腐食,高温硫化物とナフテン酸腐食,高温硫化水素腐食,硫酸腐食,ふっ酸腐食,サワーウォーター腐食,アミン腐食,高温酸化,酸性サワー水腐食,冷却水腐食,外部(土壌側)腐食,CO2腐食,海水腐食,流れ加速型腐食(FAC),エロージョン・コロージョン,装置内面ライニング,苛性ソーダ応力腐食割れ,アミン応力腐食割れ,SSC,HIC / SOHIC,カーボネート応力腐食割れ,ポリチオン酸応力腐食割れ,塩化物応力腐食割れ,HSC-HF,HIC/SOHIC-HF,外面損傷,高温水素浸食,低温ぜい化,焼戻しぜい化,475ぜい化,シグマ相ぜい化,配管の機械的疲労,炉管クリープ
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,6,60,スプリッターOH系,VESSEL,46,046_CL-16,(from E-9705 to V9702),2010/6/1,9.300000191,1.600000024,0.460000008,9.3,2010/6/1,全面,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,Null,Null,Null,11,Null,Null,0.140000001,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,6,Null,Null,Null,900,0.029999999,200,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,139.8,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,6,60,スプリッターOH系,VESSEL,47,047_V-9702,分離塔還留槽,2010/6/1,4,0.200000003,3.799999952,6.2,2016/5/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,Null,Null,0,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,6,Null,Null,Null,312,0.029999999,200,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,6,60,スプリッターOH系,VESSEL,48,048_CL-17,(from V-9702 to E-9707),2010/6/1,8.199999809,1.600000024,0.370000005,8.2,2010/6/1,全面,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,Null,Null,Null,0.800000012,Null,Null,0.140000001,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,6,Null,Null,Null,900,0.029999999,200,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,139.8,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,6,60,スプリッターOH系,VESSEL,49,049_CL-18,(from E-9707 to FG HEADER),2010/6/1,5.5,1.600000024,0.039999999,5.5,2010/6/1,全面,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,Null,Null,Null,3.599999905,Null,Null,0.140000001,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,6,Null,Null,Null,900,0.029999999,200,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,139.8,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,6,60,スプリッターOH系,VESSEL,50,050_CL-19,(from V-9702 to P-9703),2010/6/1,7.099999905,1.600000024,0.319999993,7.1,2010/6/1,全面,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,Null,Null,Null,0.699999988,Null,Null,0.140000001,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,6,Null,Null,Null,900,0.029999999,200,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,139.8,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,6,60,スプリッターOH系,VESSEL,51,051_CL-19-1,V-9702 boots water,2010/6/1,5.099999905,1.600000024,0.079999998,5.1,2010/6/1,全面,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,Null,Null,Null,1,Null,Null,0.050000001,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,6,Null,Null,Null,312,0.029999999,200,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,139.8,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,52,052_C-9701,分離塔 / Bottom,2010/6/1,16,3.200000048,9.010000229,16,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,182,Null,0.090000004,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,0.460000008,182,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,53,053_E-9701,選択水添張込分離塔底熱交換器 / shell,2010/6/1,11,3.200000048,3.200000048,10,2014/6/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,177,Null,0.090000004,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,2.74000001,177,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,54,054_E-9701,選択水添張込分離塔底熱交換器 / Tube外面,2010/6/1,2.599999905,1,0.460000008,2.5,2014/6/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,177,Null,0.090000004,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,2.74000001,177,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,55,055_E-9704,分離塔再沸器 / shell,2010/6/1,12.69999981,3.200000048,3.170000076,11.9,2014/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,177,Null,0.090000004,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,0.449999988,177,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,56,056_E-9704,分離塔再沸器 / Tube外面,2010/6/1,2.599999905,1,0.050000001,1.9,2014/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,177,Null,0.090000004,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,0.449999988,177,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,57,057_CL-22,SPLITTER REBOILER INLET(from C-9701 to E-9704),2010/6/1,9.300000191,1.600000024,0.569999993,9.3,2010/6/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,169,1,0.090000004,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,0.449999988,169,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,58,058_CL-23,SPLITTER REBOILER OUTLET(from E-9704 to C-9701),2010/6/1,7.900000095,1.600000024,0.980000019,7.9,2010/6/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,177,1,0.090000004,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,0.449999988,177,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,59,059_CL-24,(from C-9701 to E-9701),2010/6/1,8.199999809,1.600000024,0.460000008,8.2,2010/6/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,177,1,0.090000004,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,0.449999988,177,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,60,060_CL-25,"(from E-9701 to CL-26,27)",2010/6/1,7.099999905,1.600000024,2.109999895,7.1,2010/6/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,117,1,0.090000004,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,2.680000067,117,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,61,061_E-9708A,水添脱硫反応器張込/エフルエント熱交換器 / shell,2010/6/1,16,3.200000048,11.85999966,15.9,2017/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,99,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,6,Null,Null,Null,10,0.029999999,150,Null,Null,無し,無し,Null,無し,無し,Null,Null,炭素鋼,2.339999914,99,Null,無し,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,62,062_E-9708A,水添脱硫反応器張込/エフルエント熱交換器 / Tube外面,2010/6/1,2.599999905,1,0.449999988,2.5,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,315,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,2.339999914,315,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,63,063_E-9708B,水添脱硫反応器張込/エフルエント熱交換器 / shell,2010/6/1,16,3.200000048,11.85999966,15.8,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,315,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,2.339999914,315,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,64,064_E-9708B,水添脱硫反応器張込/エフルエント熱交換器 / Tube外面,2010/6/1,2.599999905,1,1.419999957,2.5,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,315,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,2.339999914,315,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,65,065_E-9708C,水添脱硫反応器張込/エフルエント熱交換器 / shell,2010/6/1,16,3.200000048,11.85999966,15.9,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,315,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,2.339999914,315,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,66,066_E-9708C,水添脱硫反応器張込/エフルエント熱交換器 / Tube外面,2010/6/1,1.600000024,0,0.400000006,1.5,2016/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,315,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.25Cr-1Mo,2.339999914,315,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,67,067_E-9708D,水添脱硫反応器張込/エフルエント熱交換器 / shell,2010/6/1,15,3.200000048,11.02000046,15.7,2016/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,315,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.25Cr-0.5Mo,2.339999914,315,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,68,068_E-9708D,水添脱硫反応器張込/エフルエント熱交換器 / Tube外面,2010/6/1,1.600000024,0,0.409999996,1.6,2016/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,315,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.25Cr-1Mo,2.339999914,315,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
