C-1,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9,DM10,DM11,DM12,DM13,DM14,DM15,DM16,DM17,DM18,DM19,DM20,DM21,DM22,DM23,DM24,DM25,DM26,DM27,DM28,DM29,DM30,DM31,DM32,DM33,DM34,DM35,DM36,DM37,DM38,DM39,DM40,DM41,DM42,DM43,DM44,DM45,DM46,DM47,DM48,DM49,DM50,DM51,DM52,DM53,DM54,DM55,DM56,DM57,DM58,DM59,DM60,DM61,DM62,DM63,DM64,DM65,DM66,DM67,DM68,DM69,DM70,DM71,DM72,DM73,DM74,DM75,DM76,DM77,DM78,DM79,DM80,DM81,DM82,DM83,DM84,DM85,DM86,DM87,DM88,DM89,DM90,DM91,DM92,DM93,DM94,DM95,DM96,DM97,DM98,DM99,DM100,DM101,DM102,DM103,DM104,DM105,DM106,DM107,DM108,DM109,DM110,DM111,DM112,DM113,DM114,DM115,DM116,DM117,DM118,DM119,DM120,DM121,DM122,DM123,DM124,DM125,DM126,DM127,DM128,DM129,DM130,DM131,DM132,DM133,DM134,DM135,DM136,DM137,DM138,DM139,DM140,DM141,DM142,DM143,DM144,DM145,DM146,DM147,DM148,DM149,DM150,DM151,DM152,DM153,DM154,DM155,DM156,DM157,DM158,DM159,DM160,DM161,DM162,DM163,DM164,DM165,DM166,DM167,DM168,DM169
B1,1,燐酸タンク,化学,用役・ボイラー,薬注系,貯槽,VESSEL,Null,燐酸タンク,オーステナイト系ステンレス鋼,Null,JIS SUS304/L,Null,30,0,50,Null,Null,Null,液相,酸性,無機酸,オキソ酸,燐酸,無機酸,オキソ酸,燐酸,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2,2,ヒドラジンタンク,化学,用役・ボイラー,薬注系,貯槽,VESSEL,Null,ヒドラジンタンク,オーステナイト系ステンレス鋼,Null,JIS SUS304/L,Null,30,0,50,Null,Null,Null,液相,アルカリ性,無機アルカリ,_15族アルカリ,アンモニア,無機アルカリ,_15族アルカリ,アンモニア,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3,3,アンモニアタンク,化学,用役・ボイラー,薬注系,貯槽,VESSEL,Null,アンモニアタンク,オーステナイト系ステンレス鋼,Null,JIS SUS304/L,Null,30,0,50,Null,Null,Null,液相,アルカリ性,無機アルカリ,_15族アルカリ,アンモニア,無機アルカリ,_15族アルカリ,アンモニア,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4,4,ブローオフタンク,化学,用役・ボイラー,タンク・ピット,貯槽,VESSEL,Null,ブローオフタンク,炭素鋼,Null,SS41,Null,30,0,160,0.44,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機ガス,酸性ガス,二酸化炭素,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5,5,連続ブローフラッシュタンク,化学,用役・ボイラー,タンク・ピット,貯槽,VESSEL,Null,連続ブローフラッシュタンク,炭素鋼,Null,SS41,Null,30,0,160,0.44,Null,Null,液相,Null,水溶液,ボイラ缶水,ボイラ缶水,無機ガス,酸性ガス,二酸化炭素,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6,6,低圧給水配管,化学,用役・ボイラー,給水系,付設品,配管,配管・継手類,配管,炭素鋼,Null,STPG38,Null,30,0,100,0.44,Null,Null,液相,中性,水溶液,脱イオン水,脱イオン水,無機ガス,等核二原子分子,酸素,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B7,7,脱気器 給水加熱トレイ,化学,用役・ボイラー,給水系,塔,VESSEL,Null,脱気器 給水加熱トレイ,炭素鋼,Null,SS41,Null,30,0,200,0.44,Null,Null,液相,Null,水溶液,脱イオン水,脱イオン水,無機ガス,等核二原子分子,酸素,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8,8,脱気器 本体,化学,用役・ボイラー,給水系,VESSEL,VESSEL,Null,脱気器 本体,炭素鋼,Null,SS41,Null,30,0,200,0.44,Null,Null,液相,Null,水溶液,脱イオン水,脱イオン水,無機ガス,等核二原子分子,酸素,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B9,9,高圧給水加熱器 チューブ,化学,用役・ボイラー,給水系,VESSEL,VESSEL,Null,高圧給水加熱器 チューブ,炭素鋼,Null,STB410,Null,30,0,195,12.5,Null,Null,液相,中性,水溶液,脱イオン水,脱イオン水,無機ガス,等核二原子分子,酸素,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B10,10,高圧給水加熱器 チューブインサート端部,化学,用役・ボイラー,給水系,VESSEL,VESSEL,Null,高圧給水加熱器 チューブインサート端部,オーステナイト系ステンレス鋼,Null,SUS304TB,Null,30,0,195,12.5,Null,Null,液相,中性,水溶液,脱イオン水,脱イオン水,無機ガス,等核二原子分子,酸素,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B11,11,高圧給水加熱器 シェル,化学,用役・ボイラー,給水系,VESSEL,VESSEL,Null,高圧給水加熱器 シェル,炭素鋼,Null,JIS SB450,Null,30,0,220,1.28,Null,Null,液相,中性,無機ガス,水蒸気,水蒸気,無機アルカリ,_15族アルカリ,アンモニア,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B12,12,高圧給水配管,化学,用役・ボイラー,給水系,付設品,配管,配管・継手類,配管,炭素鋼,Null,STPT38,Null,30,0,195,11,Null,Null,液相,中性,水溶液,脱イオン水,脱イオン水,無機ガス,等核二原子分子,酸素,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B13,13,石炭受入ホッパー,化学,用役・ボイラー,貯運炭系,貯槽,円筒型タンク,貯槽部位,容器壁,炭素鋼,Null,SS41(SUS304内張り),Null,30,0,50,Null,Null,Null,液相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B14,14,2号石炭サイロ 側板,化学,用役・ボイラー,貯運炭系,貯槽,円筒型タンク,貯槽部位,容器壁,炭素鋼,Null,SS41,Null,30,0,50,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B15,15,2号石炭サイロ センターコーン,化学,用役・ボイラー,貯運炭系,貯槽,円筒型タンク,貯槽部位,容器壁,炭素鋼,Null,SS41(SUS304内張り),Null,30,0,50,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B16,16,1号石炭バンカ 本体,化学,用役・ボイラー,貯運炭系,貯槽,円筒型タンク,貯槽部位,容器壁,炭素鋼,Null,SS41(SUS304内張り),Null,30,0,50,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B17,17,1号石炭バンカ 本体側板,化学,用役・ボイラー,貯運炭系,貯槽,円筒型タンク,貯槽部位,容器壁,炭素鋼,Null,SS41,Null,30,0,50,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B18,18,2号石炭バンカ 本体,化学,用役・ボイラー,貯運炭系,貯槽,円筒型タンク,貯槽部位,容器壁,炭素鋼,Null,SS41(SUS304内張り),Null,30,0,50,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B19,19,2号石炭バンカ 本体側板,化学,用役・ボイラー,貯運炭系,貯槽,円筒型タンク,貯槽部位,容器壁,炭素鋼,Null,SS41,Null,30,0,50,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B20,20,上段微粉炭機 テーブル,化学,用役・ボイラー,ミル系,掘削機械,VESSEL,その他部品,上段微粉炭機 テーブル,合金鋼,Null,20Cr,Null,30,0,350,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B21,21,上段微粉炭機 ローラー,化学,用役・ボイラー,ミル系,掘削機械,VESSEL,その他部品,上段微粉炭機 ローラー,合金鋼,Null,20Cr,Null,30,0,350,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B22,22,上段微粉炭機パイライトホッパー,化学,用役・ボイラー,ミル系,掘削機械,VESSEL,その他部品,上段微粉炭機パイライトホッパー,炭素鋼,Null,標準成分 0.15C～0.25C,Null,30,0,50,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B23,23,下段微粉炭機 テーブル,化学,用役・ボイラー,ミル系,掘削機械,VESSEL,その他部品,下段微粉炭機 テーブル,合金鋼,Null,20Cr,Null,30,0,350,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B24,24,下段微粉炭機 ローラー,化学,用役・ボイラー,ミル系,掘削機械,VESSEL,その他部品,下段微粉炭機 ローラー,合金鋼,Null,20Cr,Null,30,0,350,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B25,25,下段微粉炭機パイライトホッパー,化学,用役・ボイラー,ミル系,掘削機械,VESSEL,その他部品,下段微粉炭機パイライトホッパー,炭素鋼,Null,標準成分 0.15C～0.25C,Null,30,0,50,Null,Null,Null,固相,Null,固体,粒子,粒子,固体,粒子,粒子,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B26,26,節炭器　(低温側) 入口管寄せ,化学,用役・ボイラー,水・蒸気系,付設品,配管,配管・継手類,配管,炭素鋼,Null,STPT49,Null,30,0,195,11,Null,Null,液相,中性,水溶液,脱イオン水,脱イオン水,水溶液,脱イオン水,脱イオン水,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B27,27,節炭器　(低温側) 節炭器管（フィン付き),化学,用役・ボイラー,水・蒸気系,熱交換器,多管式,熱交換器部位,伝熱コイル内,炭素鋼,Null,JIS STB510,Null,30,0,349,11,Null,Null,液相,中性,水溶液,脱イオン水,脱イオン水,水溶液,脱イオン水,脱イオン水,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
