C-1,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9,DM10,DM11,DM12,DM13,DM14,DM15,DM16,DM17,DM18,DM19,DM20,DM21,DM22,DM23,DM24,DM25,DM26,DM27,DM28,DM29,DM30,DM31,DM32,DM33,DM34,DM35,DM36,DM37,DM38,DM39,DM40,DM41,DM42,DM43,DM44,DM45,DM46,DM47,DM48,DM49,DM50,DM51,DM52,DM53,DM54,DM55,DM56,DM57,DM58,DM59,DM60,DM61,DM62,DM63,DM64,DM65,DM66,DM67,DM68,DM69,DM70,DM71,DM72,DM73,DM74,DM75,DM76,DM77,DM78,DM79,DM80,DM81,DM82,DM83,DM84,DM85,DM86,DM87,DM88,DM89,DM90,DM91,DM92,DM93,DM94,DM95,DM96,DM97,DM98,DM99,DM100,DM101,DM102,DM103,DM104,DM105,DM106,DM107,DM108,DM109,DM110,DM111,DM112,DM113,DM114,DM115,DM116,DM117,DM118,DM119,DM120,DM121,DM122,DM123,DM124,DM125,DM126,DM127,DM128,DM129,DM130,DM131,DM132,DM133,DM134,DM135,DM136,DM137,DM138,DM139,DM140,DM141,DM142,DM143,DM144,DM145,DM146,DM147,DM148,DM149,DM150,DM151,DM152,DM153,DM154,DM155,DM156,DM157,DM158,DM159,DM160,DM161,DM162,DM163,DM164,DM165,DM166,DM167,DM168,DM169
EL4,020_CL-11,V-202 BTM flash [From:V-202 / To:V-201 ],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,塔,配管,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,STPG370,Null,26,0,39.20000076,Null,流動,Null,液相,中性,水溶液,水,水,水溶液,水,水,無機ガス,等核二原子分子,水素,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL5,021_CL-11,V-203 BTM flash [From:V-203 / To:V-202 CV ],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,塔,配管,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,STPG370,Null,26,0,38.20000076,Null,流動,Null,液相,中性,炭化水素,炭素C3C5,C3-C5,水溶液,水,水,無機ガス,等核二原子分子,水素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL6,022_CL-11,V-203 BTM flash [From:V-203 CV / To:V-202],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,付設品,配管,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,STPG370,Null,26,0,38.20000076,Null,流動,Null,液相,中性,炭化水素,炭素C3C5,C3-C5,水溶液,水,水,無機ガス,等核二原子分子,水素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL7,023_CL-11,V-204 BTM flash [From:V-204 / To:V-203 CV ],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,付設品,配管,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,STPG370,Null,26,0,39.59999847,Null,流動,Null,液相,中性,炭化水素,炭素C3C5,C3-C5,水溶液,水,水,無機ガス,等核二原子分子,水素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL8,024_CL-11,V-204 BTM flash [From:V-203 CV / To:V-203 ],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,付設品,配管,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,STPG370,Null,26,0,39.59999847,Null,流動,Null,液相,中性,炭化水素,炭素C3C5,C3-C5,水溶液,水,水,無機ガス,等核二原子分子,水素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL9,026_CL-3,"C-201 2nd stage outlet [From:C-201 2ND / To:E-202A,B ]",石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,付設品,配管,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,STPG370,Null,26,0,0,Null,Null,あり,液相,中性,炭化水素,炭素C3C5,C3-C5,無機ガス,酸性ガス,硫化水素,無機ガス,毒性ガス,一酸化炭素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL10,027_E-202A,Charge Gas Comp 2nd Aftercoolers [Shell ],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,熱交換器,多管式,熱交換器部位,伝熱コイル外,炭素鋼,炭素鋼_TS_490MPa未満,SM400B,Null,26,0,83,Null,滞留,Null,液相,中性,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,無機ガス,酸性ガス,硫化水素,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL11,028_E-202B,Charge Gas Comp 2nd Aftercoolers [Shell ],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,熱交換器,多管式,熱交換器部位,伝熱コイル外,炭素鋼,炭素鋼_TS_490MPa未満,SM400B,Null,26,0,83,Null,滞留,Null,液相,中性,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,無機ガス,酸性ガス,硫化水素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL12,031_V-203,CHG Gas Comp 3rd SUC D/M [TOP],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,貯槽,円筒型タンク,貯槽部位,槽,炭素鋼,炭素鋼_TS_490MPa以上,SM490B,Null,26,0,38.20000076,0.42,滞留,Null,気相,Null,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,無機ガス,酸性ガス,硫化水素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL13,032_V-203,CHG Gas Comp 3rd SUC D/M [BTM],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,貯槽,円筒型タンク,貯槽部位,槽,炭素鋼,炭素鋼_TS_490MPa未満,SM400B,Null,26,0,38.20000076,0.42,滞留,Null,液相,中性,炭化水素,炭素C3C5,C3-C5,水溶液,水,水,無機ガス,等核二原子分子,水素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL14,033_CL-3,V-203 top [From: V-203 / To: C-201 3RD],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,付設品,配管,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,STPG370,Null,26,0,38.20000076,Null,流動,Null,液相,中性,炭化水素,炭素C3C5,C3-C5,炭化水素,炭化水素全般,炭化水素全般,水溶液,水,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL15,035_CL-4,C-201 3rd stage outlet [From:C-2013RD / To:E-203],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,付設品,配管,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,STPG370,Null,26,0,0,Null,Null,あり,液相,中性,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,水溶液,水,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL16,036_E-203,分解ｶﾞｽ圧縮機第3段吐出冷却器 [shell],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,熱交換器,多管式,熱交換器部位,伝熱コイル外,炭素鋼,炭素鋼_TS_490MPa以上,SM490B,Null,26,0,83,0.43,滞留,Null,気相,Null,炭化水素,炭素C3C5,C3-C5,無機ガス,酸性ガス,硫化水素,水溶液,水,水,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL17,042_V-204,CHG Gas Comp 3rd SUC D/M [TOP],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,貯槽,円筒型タンク,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa以上,SM490B,Null,26,0,39.59999847,0.92,滞留,Null,気相,Null,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,無機ガス,酸性ガス,硫化水素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL18,043_V-204,CHG Gas Comp 3rd SUC D/M [BTM],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,貯槽,円筒型タンク,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa以上,SM490B,Null,26,0,39.59999847,0.92,滞留,Null,液相,中性,炭化水素,炭素C3C5,C3-C5,水溶液,水,水,無機ガス,等核二原子分子,水素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL19,045_E-204,Charge Gas Heater (F-204Feed-Heater) [Shell],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,熱交換器,多管式,熱交換器部位,伝熱コイル外,炭素鋼,炭素鋼_TS_490MPa未満,SM400B,Null,26,0,45,0.43,滞留,Null,気相,Null,炭化水素,炭素C3C5,C3-C5,無機ガス,酸性ガス,硫化水素,水溶液,水,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL20,048_F-203,Caustic/Water Wash Tower [TOP],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,塔,吸収塔,塔・缶体関連,塔頂部,炭素鋼,炭素鋼_TS_490MPa未満,SPV235,Null,26,0,45,0.86,滞留,Null,液相,アルカリ性,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,無機ガス,毒性ガス,一酸化炭素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL21,049_F-203,Caustic/Water Wash Tower [INLET],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,塔,吸収塔,塔・缶体関連,中間部,炭素鋼,炭素鋼_TS_490MPa未満,SPV235,Null,26,0,45,0.92,滞留,Null,液相,アルカリ性,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,無機ガス,酸性ガス,硫化水素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL22,050_F-203,Caustic/Water Wash Tower [BTM],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,塔,吸収塔,塔・缶体関連,塔底部,炭素鋼,炭素鋼_TS_490MPa未満,SPV235,Null,26,0,45,0.94,滞留,Null,液相,アルカリ性,水溶液,排水,排水,無機塩,オキソイオン,炭酸塩,無機塩,硫化物,水硫化アンモニウム,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL23,051CL-5,F-203top [From:F-203 / To:V-205],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,付設品,配管,配管・継手類,出口ヘッダー,炭素鋼,炭素鋼_TS_490MPa未満,STPG370,Null,26,0,45,Null,流動,Null,液相,アルカリ性,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,無機塩,硫化物,水硫化アンモニウム,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL24,052_Z-202,F-202ﾌｨｰﾄﾞ油水分離槽(02006D-16) [TOP],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,貯槽,円筒型タンク,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa未満,SM400B,Null,26,0,28.60000038,Null,滞留,Null,液相,中性,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,無機ガス,毒性ガス,一酸化炭素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL25,053_Z-202,F-202ﾌｨｰﾄﾞ油水分離槽(02006D-16) [BTM],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,貯槽,円筒型タンク,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa未満,SM400B,Null,26,0,28.60000038,Null,滞留,Null,液相,中性,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,無機ガス,毒性ガス,一酸化炭素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL26,054_F-202,Condensate Stripper [TOP],石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,塔,蒸留塔,塔・缶体関連,頭頂部,炭素鋼,炭素鋼_TS_490MPa未満,SM400B,Null,26,0,21.29999924,0.96,滞留,Null,液相,Null,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,無機ガス,毒性ガス,一酸化炭素,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL27,055_F-202,Condensate Stripper,石油化学,エチレン ・BTX,ﾁｬｰｼﾞｶﾞｽ圧縮系,塔,蒸留塔,塔・缶体関連,中間部,炭素鋼,炭素鋼_TS_490MPa未満,SM400B,Null,26,0,28.60000038,0.96,滞留,Null,液相,Null,炭化水素,炭素C3C5,C3-C5,無機ガス,等核二原子分子,水素,水溶液,水,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
